"kst","nut","wetDry","S","alpha","H","HU:0","HU:1","HU:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
30,0.00024306,1,0,5.9061,0.0075302,-0.02725,0,0,-3.0649,0,0,0.3,4,0
30,0.0010264,1,0,8.1862,0.022983,-0.10315,0,0,-4.2862,0,0,0.4,4,0
30,0.0024699,1,0,3.3802,0.048423,-0.25112,0,0,-5.0809,0,0,0.5,4,0
30,0.004547,1,0,1.7505,0.083137,-0.47457,0,0,-5.6521,0,0,0.6,4,0
30,0.0070358,1,0,1.0919,0.12327,-0.75304,0,0,-6.0778,0,0,0.7,4,0
30,0.0096983,1,0,0.7702,0.1654,-1.0607,0,0,-6.3958,0,0,0.8,4,0
30,0.012336,1,0,0.59086,0.2068,-1.3736,0,0,-6.6323,0,0,0.9,4,0
30,0.014806,1,0,0.48184,0.24554,-1.6731,0,0,-6.8084,0,0,1,4,0
30,0.017034,1,0,0.4108,0.28067,-1.9484,0,0,-6.9387,0,0,1.1,4,0
30,0.018994,1,0,0.36188,0.31192,-2.1948,0,0,-7.0344,0,0,1.2,4,0
30,0.020697,1,0,0.32656,0.3395,-2.4122,0,0,-7.1039,0,0,1.3,4,0
30,0.022168,1,0,0.29997,0.36385,-2.6029,0,0,-7.1533,0,0,1.4,4,0
30,0.023442,1,0,0.27919,0.38547,-2.7706,0,0,-7.1873,0,0,1.5,4,0
30,0.024553,1,0,0.26239,0.40488,-2.919,0,0,-7.2095,0,0,1.6,4,0
30,0.025532,1,0,0.24839,0.42254,-3.0518,0,0,-7.2224,0,0,1.7,4,0
30,0.026406,1,0,0.23639,0.43886,-3.1721,0,0,-7.2279,0,0,1.8,4,0
30,0.027198,1,0,0.22585,0.45418,-3.2826,0,0,-7.2274,0,0,1.9,4,0
30,0.027925,1,0,0.21641,0.46877,-3.3854,0,0,-7.222,0,0,2,4,0
30,0.028603,1,0,0.20779,0.48285,-3.4825,0,0,-7.2124,0,0,2.1,4,0
30,0.029241,1,0,0.19981,0.4966,-3.5751,0,0,-7.1992,0,0,2.2,4,0
30,0.029849,1,0,0.19233,0.51017,-3.6644,0,0,-7.1827,0,0,2.3,4,0
30,0.030434,1,0,0.18527,0.52368,-3.7512,0,0,-7.1634,0,0,2.4,4,0
30,0.031,1,0,0.17854,0.5372,-3.8362,0,0,-7.1413,0,0,2.5,4,0
30,0.031552,1,0,0.1721,0.5508,-3.9198,0,0,-7.1167,0,0,2.6,4,0
30,0.032092,1,0,0.16592,0.56455,-4.0025,0,0,-7.0899,0,0,2.7,4,0
30,0.032623,1,0,0.15996,0.57849,-4.0845,0,0,-7.0608,0,0,2.8,4,0
30,0.033145,1,0,0.15422,0.59264,-4.1659,0,0,-7.0296,0,0,2.9,4,0
30,0.03366,1,0,0.14866,0.60703,-4.247,0,0,-6.9965,0,0,3,4,0
30,0.034169,1,0,0.1433,0.62168,-4.3277,0,0,-6.9615,0,0,3.1,4,0
30,0.034672,1,0,0.13811,0.6366,-4.4081,0,0,-6.9247,0,0,3.2,4,0
30,0.035168,1,0,0.13309,0.6518,-4.4883,0,0,-6.8863,0,0,3.3,4,0
30,0.035659,1,0,0.12824,0.66728,-4.5682,0,0,-6.8462,0,0,3.4,4,0
30,0.036144,1,0,0.12356,0.68306,-4.6478,0,0,-6.8047,0,0,3.5,4,0
30,0.036622,1,0,0.11903,0.69912,-4.7271,0,0,-6.7617,0,0,3.6,4,0
30,0.037094,1,0,0.11467,0.71547,-4.806,0,0,-6.7174,0,0,3.7,4,0
30,0.037559,1,0,0.11045,0.73212,-4.8844,0,0,-6.6719,0,0,3.8,4,0
30,0.038017,1,0,0.10639,0.74905,-4.9623,0,0,-6.6251,0,0,3.9,4,0
30,0.038467,1,0,0.10247,0.76626,-5.0397,0,0,-6.5773,0,0,4,4,0
30,0.03891,1,0,0.098689,0.78376,-5.1165,0,0,-6.5284,0,0,4.1,4,0
30,0.039344,1,0,0.09505,0.80153,-5.1925,0,0,-6.4786,0,0,4.2,4,0
30,0.03977,1,0,0.091546,0.81957,-5.2678,0,0,-6.4278,0,0,4.3,4,0
30,0.040187,1,0,0.088174,0.83788,-5.3423,0,0,-6.3762,0,0,4.4,4,0
30,0.040595,1,0,0.084928,0.85646,-5.4158,0,0,-6.3238,0,0,4.5,4,0
30,0.040993,1,0,0.081806,0.87529,-5.4884,0,0,-6.2707,0,0,4.6,4,0
30,0.041381,1,0,0.078802,0.89438,-5.56,0,0,-6.2169,0,0,4.7,4,0
30,0.041759,1,0,0.075915,0.91372,-5.6304,0,0,-6.1624,0,0,4.8,4,0
30,0.042126,1,0,0.073138,0.93329,-5.6997,0,0,-6.1074,0,0,4.9,4,0
30,0.042483,1,0,0.070469,0.95311,-5.7678,0,0,-6.0519,0,0,5,4,0
30,0.042828,1,0,0.067904,0.97315,-5.8346,0,0,-5.9959,0,0,5.1,4,0
30,0.043162,1,0,0.06544,0.99341,-5.9,0,0,-5.9394,0,0,5.2,4,0
30,0.043484,1,0,0.063072,1.0139,-5.964,0,0,-5.8826,0,0,5.3,4,0
30,0.043794,1,0,0.060797,1.0346,-6.0266,0,0,-5.8254,0,0,5.4,4,0
30,0.044092,1,0,0.058612,1.0555,-6.0875,0,0,-5.7679,0,0,5.5,4,0
30,0.044377,1,0,0.056514,1.0765,-6.1469,0,0,-5.7102,0,0,5.6,4,0
30,0.04465,1,0,0.054499,1.0978,-6.2047,0,0,-5.6523,0,0,5.7,4,0
30,0.04491,1,0,0.052566,1.1192,-6.2607,0,0,-5.5942,0,0,5.8,4,0
30,0.045156,1,0,0.05071,1.1407,-6.315,0,0,-5.5361,0,0,5.9,4,0
30,0.04539,1,0,0.048929,1.1624,-6.3674,0,0,-5.4779,0,0,6,4,0
30,0.045609,1,0,0.047222,1.1843,-6.4179,0,0,-5.4197,0,0,6.1,4,0
30,0.045816,1,0,0.045585,1.2062,-6.4666,0,0,-5.3615,0,0,6.2,4,0
30,0.046008,1,0,0.044017,1.2281,-6.5132,0,0,-5.3035,0,0,6.3,4,0
30,0.046187,1,0,0.042515,1.2502,-6.5578,0,0,-5.2458,0,0,6.4,4,0
30,0.046351,1,0,0.041078,1.2722,-6.6004,0,0,-5.1883,0,0,6.5,4,0
30,0.046502,1,0,0.039704,1.2943,-6.6408,0,0,-5.1313,0,0,6.6,4,0
30,0.046639,1,0,0.038393,1.3162,-6.6791,0,0,-5.0747,0,0,6.7,4,0
30,0.046763,1,0,0.037142,1.3381,-6.7152,0,0,-5.0188,0,0,6.8,4,0
30,0.046873,1,0,0.035952,1.3598,-6.749,0,0,-4.9636,0,0,6.9,4,0
30,0.046969,1,0,0.034823,1.3812,-6.7807,0,0,-4.9094,0,0,7,4,0
30,0.047053,1,0,0.033753,1.4023,-6.81,0,0,-4.8563,0,0,7.1,4,0
30,0.047123,1,0,0.032744,1.4231,-6.837,0,0,-4.8046,0,0,7.2,4,0
30,0.047183,1,0,0.031796,1.4433,-6.8618,0,0,-4.7545,0,0,7.3,4,0
30,0.04723,1,0,0.030911,1.4629,-6.8843,0,0,-4.7062,0,0,7.4,4,0
30,0.047268,1,0,0.03009,1.4816,-6.9046,0,0,-4.6603,0,0,7.5,4,0
30,0.047296,1,0,0.029337,1.4994,-6.9227,0,0,-4.617,0,0,7.6,4,0
30,0.047317,1,0,0.028654,1.5161,-6.9386,0,0,-4.5767,0,0,7.7,4,0
30,0.047331,1,0,0.028044,1.5314,-6.9525,0,0,-4.5401,0,0,7.8,4,0
30,0.047341,1,0,0.027511,1.5451,-6.9645,0,0,-4.5075,0,0,7.9,4,0
30,0.047344,1,0,0.01514,2,-7,0,0,-3.5,0,0,8,4,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1
30,0,0.5,0,0,0.0010015,-0.002314,0,0,-1.1553,0,0,0.2,0,1
30,0.00024306,1,0,5.9061,0.0075302,-0.02725,0,0,-3.0649,0,0,0.3,0,1
30,0.0010264,1,0,8.1862,0.022983,-0.10315,0,0,-4.2862,0,0,0.4,0,1
30,0.0024699,1,0,3.3802,0.048423,-0.25112,0,0,-5.0809,0,0,0.5,0,1
30,0.004547,1,0,1.7505,0.083137,-0.47457,0,0,-5.6521,0,0,0.6,0,1
30,0.0070358,1,0,1.0919,0.12327,-0.75304,0,0,-6.0778,0,0,0.7,0,1
30,0.0096983,1,0,0.7702,0.1654,-1.0607,0,0,-6.3958,0,0,0.8,0,1
30,0.012336,1,0,0.59086,0.2068,-1.3736,0,0,-6.6323,0,0,0.9,0,1
30,0.014806,1,0,0.48184,0.24554,-1.6731,0,0,-6.8084,0,0,1,0,1
30,0.017034,1,0,0.4108,0.28067,-1.9484,0,0,-6.9387,0,0,1.1,0,1
30,0.018994,1,0,0.36188,0.31192,-2.1948,0,0,-7.0344,0,0,1.2,0,1
30,0.020697,1,0,0.32656,0.3395,-2.4122,0,0,-7.1039,0,0,1.3,0,1
30,0.022168,1,0,0.29997,0.36385,-2.6029,0,0,-7.1533,0,0,1.4,0,1
30,0.023442,1,0,0.27919,0.38547,-2.7706,0,0,-7.1873,0,0,1.5,0,1
30,0.024553,1,0,0.26239,0.40488,-2.919,0,0,-7.2095,0,0,1.6,0,1
30,0.025532,1,0,0.24839,0.42254,-3.0518,0,0,-7.2224,0,0,1.7,0,1
30,0.026406,1,0,0.23639,0.43886,-3.1721,0,0,-7.2279,0,0,1.8,0,1
30,0.027198,1,0,0.22585,0.45418,-3.2826,0,0,-7.2274,0,0,1.9,0,1
30,0.027925,1,0,0.21641,0.46877,-3.3854,0,0,-7.222,0,0,2,0,1
30,0.028603,1,0,0.20779,0.48285,-3.4825,0,0,-7.2124,0,0,2.1,0,1
30,0.029241,1,0,0.19981,0.4966,-3.5751,0,0,-7.1992,0,0,2.2,0,1
30,0.029849,1,0,0.19233,0.51017,-3.6644,0,0,-7.1827,0,0,2.3,0,1
30,0.030434,1,0,0.18527,0.52368,-3.7512,0,0,-7.1634,0,0,2.4,0,1
30,0.031,1,0,0.17854,0.5372,-3.8362,0,0,-7.1413,0,0,2.5,0,1
30,0.031552,1,0,0.1721,0.5508,-3.9198,0,0,-7.1167,0,0,2.6,0,1
30,0.032092,1,0,0.16592,0.56455,-4.0025,0,0,-7.0899,0,0,2.7,0,1
30,0.032623,1,0,0.15996,0.57849,-4.0845,0,0,-7.0608,0,0,2.8,0,1
30,0.033145,1,0,0.15422,0.59264,-4.1659,0,0,-7.0296,0,0,2.9,0,1
30,0.03366,1,0,0.14866,0.60703,-4.247,0,0,-6.9965,0,0,3,0,1
30,0.034169,1,0,0.1433,0.62168,-4.3277,0,0,-6.9615,0,0,3.1,0,1
30,0.034672,1,0,0.13811,0.6366,-4.4081,0,0,-6.9247,0,0,3.2,0,1
30,0.035168,1,0,0.13309,0.6518,-4.4883,0,0,-6.8863,0,0,3.3,0,1
30,0.035659,1,0,0.12824,0.66728,-4.5682,0,0,-6.8462,0,0,3.4,0,1
30,0.036144,1,0,0.12356,0.68306,-4.6478,0,0,-6.8047,0,0,3.5,0,1
30,0.036622,1,0,0.11903,0.69912,-4.7271,0,0,-6.7617,0,0,3.6,0,1
30,0.037094,1,0,0.11467,0.71547,-4.806,0,0,-6.7174,0,0,3.7,0,1
30,0.037559,1,0,0.11045,0.73212,-4.8844,0,0,-6.6719,0,0,3.8,0,1
30,0.038017,1,0,0.10639,0.74905,-4.9623,0,0,-6.6251,0,0,3.9,0,1
30,0.038467,1,0,0.10247,0.76626,-5.0397,0,0,-6.5773,0,0,4,0,1
30,0.03891,1,0,0.098689,0.78376,-5.1165,0,0,-6.5284,0,0,4.1,0,1
30,0.039344,1,0,0.09505,0.80153,-5.1925,0,0,-6.4786,0,0,4.2,0,1
30,0.03977,1,0,0.091546,0.81957,-5.2678,0,0,-6.4278,0,0,4.3,0,1
30,0.040187,1,0,0.088174,0.83788,-5.3423,0,0,-6.3762,0,0,4.4,0,1
30,0.040595,1,0,0.084928,0.85646,-5.4158,0,0,-6.3238,0,0,4.5,0,1
30,0.040993,1,0,0.081806,0.87529,-5.4884,0,0,-6.2707,0,0,4.6,0,1
30,0.041381,1,0,0.078802,0.89438,-5.56,0,0,-6.2169,0,0,4.7,0,1
30,0.041759,1,0,0.075915,0.91372,-5.6304,0,0,-6.1624,0,0,4.8,0,1
30,0.042126,1,0,0.073138,0.93329,-5.6997,0,0,-6.1074,0,0,4.9,0,1
30,0.042483,1,0,0.070469,0.95311,-5.7678,0,0,-6.0519,0,0,5,0,1
30,0.042828,1,0,0.067904,0.97315,-5.8346,0,0,-5.9959,0,0,5.1,0,1
30,0.043162,1,0,0.06544,0.99341,-5.9,0,0,-5.9394,0,0,5.2,0,1
30,0.043484,1,0,0.063072,1.0139,-5.964,0,0,-5.8826,0,0,5.3,0,1
30,0.043794,1,0,0.060797,1.0346,-6.0266,0,0,-5.8254,0,0,5.4,0,1
30,0.044092,1,0,0.058612,1.0555,-6.0875,0,0,-5.7679,0,0,5.5,0,1
30,0.044377,1,0,0.056514,1.0765,-6.1469,0,0,-5.7102,0,0,5.6,0,1
30,0.04465,1,0,0.054499,1.0978,-6.2047,0,0,-5.6523,0,0,5.7,0,1
30,0.04491,1,0,0.052566,1.1192,-6.2607,0,0,-5.5942,0,0,5.8,0,1
30,0.045156,1,0,0.05071,1.1407,-6.315,0,0,-5.5361,0,0,5.9,0,1
30,0.04539,1,0,0.048929,1.1624,-6.3674,0,0,-5.4779,0,0,6,0,1
30,0.045609,1,0,0.047222,1.1843,-6.4179,0,0,-5.4197,0,0,6.1,0,1
30,0.045816,1,0,0.045585,1.2062,-6.4666,0,0,-5.3615,0,0,6.2,0,1
30,0.046008,1,0,0.044017,1.2281,-6.5132,0,0,-5.3035,0,0,6.3,0,1
30,0.046187,1,0,0.042515,1.2502,-6.5578,0,0,-5.2458,0,0,6.4,0,1
30,0.046351,1,0,0.041078,1.2722,-6.6004,0,0,-5.1883,0,0,6.5,0,1
30,0.046502,1,0,0.039704,1.2943,-6.6408,0,0,-5.1313,0,0,6.6,0,1
30,0.046639,1,0,0.038393,1.3162,-6.6791,0,0,-5.0747,0,0,6.7,0,1
30,0.046763,1,0,0.037142,1.3381,-6.7152,0,0,-5.0188,0,0,6.8,0,1
30,0.046873,1,0,0.035952,1.3598,-6.749,0,0,-4.9636,0,0,6.9,0,1
30,0.046969,1,0,0.034823,1.3812,-6.7807,0,0,-4.9094,0,0,7,0,1
30,0.047053,1,0,0.033753,1.4023,-6.81,0,0,-4.8563,0,0,7.1,0,1
30,0.047123,1,0,0.032744,1.4231,-6.837,0,0,-4.8046,0,0,7.2,0,1
30,0.047183,1,0,0.031796,1.4433,-6.8618,0,0,-4.7545,0,0,7.3,0,1
30,0.04723,1,0,0.030911,1.4629,-6.8843,0,0,-4.7062,0,0,7.4,0,1
30,0.047268,1,0,0.03009,1.4816,-6.9046,0,0,-4.6603,0,0,7.5,0,1
30,0.047296,1,0,0.029337,1.4994,-6.9227,0,0,-4.617,0,0,7.6,0,1
30,0.047317,1,0,0.028654,1.5161,-6.9386,0,0,-4.5767,0,0,7.7,0,1
30,0.047331,1,0,0.028044,1.5314,-6.9525,0,0,-4.5401,0,0,7.8,0,1
30,0.047341,1,0,0.027511,1.5451,-6.9645,0,0,-4.5075,0,0,7.9,0,1
30,0.047344,1,0,0.01514,2,-7,0,0,-3.5,0,0,8,0,1
30,0,0,0,0,0,0,0,0,0,0,0,0,4,1
30,0,0,0,0,0,0,0,0,0,0,0,0.1,4,1
30,0,0.5,0,0,0.0010015,-0.002314,0,0,-1.1553,0,0,0.2,4,1
30,0.00024306,1,0,5.9061,0.0075302,-0.02725,0,0,-3.0649,0,0,0.3,4,1
30,0.0010264,1,0,8.1862,0.022983,-0.10315,0,0,-4.2862,0,0,0.4,4,1
30,0.0024699,1,0,3.3802,0.048423,-0.25112,0,0,-5.0809,0,0,0.5,4,1
30,0.004547,1,0,1.7505,0.083137,-0.47457,0,0,-5.6521,0,0,0.6,4,1
30,0.0070358,1,0,1.0919,0.12327,-0.75304,0,0,-6.0778,0,0,0.7,4,1
30,0.0096983,1,0,0.7702,0.1654,-1.0607,0,0,-6.3958,0,0,0.8,4,1
30,0.012336,1,0,0.59086,0.2068,-1.3736,0,0,-6.6323,0,0,0.9,4,1
30,0.014806,1,0,0.48184,0.24554,-1.6731,0,0,-6.8084,0,0,1,4,1
30,0.017034,1,0,0.4108,0.28067,-1.9484,0,0,-6.9387,0,0,1.1,4,1
30,0.018994,1,0,0.36188,0.31192,-2.1948,0,0,-7.0344,0,0,1.2,4,1
30,0.020697,1,0,0.32656,0.3395,-2.4122,0,0,-7.1039,0,0,1.3,4,1
30,0.022168,1,0,0.29997,0.36385,-2.6029,0,0,-7.1533,0,0,1.4,4,1
30,0.023442,1,0,0.27919,0.38547,-2.7706,0,0,-7.1873,0,0,1.5,4,1
30,0.024553,1,0,0.26239,0.40488,-2.919,0,0,-7.2095,0,0,1.6,4,1
30,0.025532,1,0,0.24839,0.42254,-3.0518,0,0,-7.2224,0,0,1.7,4,1
30,0.026406,1,0,0.23639,0.43886,-3.1721,0,0,-7.2279,0,0,1.8,4,1
30,0.027198,1,0,0.22585,0.45418,-3.2826,0,0,-7.2274,0,0,1.9,4,1
30,0.027925,1,0,0.21641,0.46877,-3.3854,0,0,-7.222,0,0,2,4,1
30,0.028603,1,0,0.20779,0.48285,-3.4825,0,0,-7.2124,0,0,2.1,4,1
30,0.029241,1,0,0.19981,0.4966,-3.5751,0,0,-7.1992,0,0,2.2,4,1
30,0.029849,1,0,0.19233,0.51017,-3.6644,0,0,-7.1827,0,0,2.3,4,1
30,0.030434,1,0,0.18527,0.52368,-3.7512,0,0,-7.1634,0,0,2.4,4,1
30,0.031,1,0,0.17854,0.5372,-3.8362,0,0,-7.1413,0,0,2.5,4,1
30,0.031552,1,0,0.1721,0.5508,-3.9198,0,0,-7.1167,0,0,2.6,4,1
30,0.032092,1,0,0.16592,0.56455,-4.0025,0,0,-7.0899,0,0,2.7,4,1
30,0.032623,1,0,0.15996,0.57849,-4.0845,0,0,-7.0608,0,0,2.8,4,1
30,0.033145,1,0,0.15422,0.59264,-4.1659,0,0,-7.0296,0,0,2.9,4,1
30,0.03366,1,0,0.14866,0.60703,-4.247,0,0,-6.9965,0,0,3,4,1
30,0.034169,1,0,0.1433,0.62168,-4.3277,0,0,-6.9615,0,0,3.1,4,1
30,0.034672,1,0,0.13811,0.6366,-4.4081,0,0,-6.9247,0,0,3.2,4,1
30,0.035168,1,0,0.13309,0.6518,-4.4883,0,0,-6.8863,0,0,3.3,4,1
30,0.035659,1,0,0.12824,0.66728,-4.5682,0,0,-6.8462,0,0,3.4,4,1
30,0.036144,1,0,0.12356,0.68306,-4.6478,0,0,-6.8047,0,0,3.5,4,1
30,0.036622,1,0,0.11903,0.69912,-4.7271,0,0,-6.7617,0,0,3.6,4,1
30,0.037094,1,0,0.11467,0.71547,-4.806,0,0,-6.7174,0,0,3.7,4,1
30,0.037559,1,0,0.11045,0.73212,-4.8844,0,0,-6.6719,0,0,3.8,4,1
30,0.038017,1,0,0.10639,0.74905,-4.9623,0,0,-6.6251,0,0,3.9,4,1
30,0.038467,1,0,0.10247,0.76626,-5.0397,0,0,-6.5773,0,0,4,4,1
30,0.03891,1,0,0.098689,0.78376,-5.1165,0,0,-6.5284,0,0,4.1,4,1
30,0.039344,1,0,0.09505,0.80153,-5.1925,0,0,-6.4786,0,0,4.2,4,1
30,0.03977,1,0,0.091546,0.81957,-5.2678,0,0,-6.4278,0,0,4.3,4,1
30,0.040187,1,0,0.088174,0.83788,-5.3423,0,0,-6.3762,0,0,4.4,4,1
