"kst","nut","wetDry","S","alpha","H","HU:0","HU:1","HU:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
30,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0
30,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0
30,0,0,0,0,0,0,0,0,0,0,0,8,0,0
30,0.014215,1,0,0.39744,0.25763,1.5337,-0.033604,3.5953e-22,5.9529,-0.13043,1.3955e-21,4,4,0
30,0.014222,1,0,0.40357,0.25667,1.5438,0,0,6.0149,0,0,4.1,4,0
30,0.014187,1,0,0.41203,0.2541,1.5394,0,0,6.0585,0,0,4.2,4,0
30,0.014056,1,0,0.42499,0.24959,1.5228,0,0,6.1016,0,0,4.3,4,0
30,0.013832,1,0,0.44205,0.24345,1.4947,0,0,6.14,0,0,4.4,4,0
30,0.013515,1,0,0.46289,0.23595,1.4555,0,0,6.1688,0,0,4.5,4,0
30,0.013101,1,0,0.48739,0.22729,1.4053,0,0,6.1829,0,0,4.6,4,0
30,0.012587,1,0,0.5159,0.21753,1.3438,0,0,6.1775,0,0,4.7,4,0
30,0.011957,1,0,0.54955,0.20655,1.2698,0,0,6.1473,0,0,4.8,4,0
30,0.011186,1,0,0.59118,0.19393,1.1807,0,0,6.0869,0,0,4.9,4,0
30,0.010235,1,0,0.64676,0.17896,1.0724,0,0,5.9897,0,0,5,4,0
30,0.0090593,1,0,0.7283,0.1607,0.94049,0,0,5.847,0,0,5.1,4,0
30,0.0076302,1,0,0.8602,0.1383,0.78249,0,0,5.6477,0,0,5.2,4,0
30,0.0059702,1,0,1.0954,0.11159,0.60208,0,0,5.3753,0,0,5.3,4,0
30,0.0041923,1,0,1.5616,0.081911,0.41321,0,0,5.0047,0,0,5.4,4,0
30,0.0025003,1,0,2.6613,0.052195,0.23916,0,0,4.5024,0,0,5.5,4,0
30,0.0011516,1,0,6.1169,0.026696,0.1064,0,0,3.824,0,0,5.6,4,0
30,0.00033385,1,0,26.054,0.0093683,0.030408,0,0,2.8685,0,0,5.7,4,0
30,3.5157e-05,0.5,0,21.661,0.0016295,0.0035901,0,0,1.1514,0,0,5.8,4,0
30,0,0,0,0,7.0558e-05,0,0,0,0,0,0,5.9,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.1,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.2,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.3,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.4,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.5,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.6,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.7,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.8,4,0
30,0,0,0,0,0,0,0,0,0,0,0,6.9,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.1,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.2,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.3,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.4,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.5,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.6,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.7,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.8,4,0
30,0,0,0,0,0,0,0,0,0,0,0,7.9,4,0
30,0,0,0,0,0,0,0,0,0,0,0,8,4,0
30,0.014215,1,0,0.39744,0.25763,1.5337,-0.033604,3.5953e-22,5.9529,-0.13043,1.3955e-21,4,0,1
30,0.014222,1,0,0.40357,0.25667,1.5438,0,0,6.0149,0,0,4.1,0,1
30,0.014187,1,0,0.41203,0.2541,1.5394,0,0,6.0585,0,0,4.2,0,1
30,0.014056,1,0,0.42499,0.24959,1.5228,0,0,6.1016,0,0,4.3,0,1
30,0.013832,1,0,0.44205,0.24345,1.4947,0,0,6.14,0,0,4.4,0,1
30,0.013515,1,0,0.46289,0.23595,1.4555,0,0,6.1688,0,0,4.5,0,1
30,0.013101,1,0,0.48739,0.22729,1.4053,0,0,6.1829,0,0,4.6,0,1
30,0.012587,1,0,0.5159,0.21753,1.3438,0,0,6.1775,0,0,4.7,0,1
30,0.011957,1,0,0.54955,0.20655,1.2698,0,0,6.1473,0,0,4.8,0,1
30,0.011186,1,0,0.59118,0.19393,1.1807,0,0,6.0869,0,0,4.9,0,1
30,0.010235,1,0,0.64676,0.17896,1.0724,0,0,5.9897,0,0,5,0,1
30,0.0090593,1,0,0.7283,0.1607,0.94049,0,0,5.847,0,0,5.1,0,1
30,0.0076302,1,0,0.8602,0.1383,0.78249,0,0,5.6477,0,0,5.2,0,1
30,0.0059702,1,0,1.0954,0.11159,0.60208,0,0,5.3753,0,0,5.3,0,1
30,0.0041923,1,0,1.5616,0.081911,0.41321,0,0,5.0047,0,0,5.4,0,1
30,0.0025003,1,0,2.6613,0.052195,0.23916,0,0,4.5024,0,0,5.5,0,1
30,0.0011516,1,0,6.1169,0.026696,0.1064,0,0,3.824,0,0,5.6,0,1
30,0.00033385,1,0,26.054,0.0093683,0.030408,0,0,2.8685,0,0,5.7,0,1
30,3.5157e-05,0.5,0,21.661,0.0016295,0.0035901,0,0,1.1514,0,0,5.8,0,1
30,0,0,0,0,7.0558e-05,0,0,0,0,0,0,5.9,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.1,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.2,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.3,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.4,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.5,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.6,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.7,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.8,0,1
30,0,0,0,0,0,0,0,0,0,0,0,6.9,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.1,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.2,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.3,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.4,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.5,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.6,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.7,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.8,0,1
30,0,0,0,0,0,0,0,0,0,0,0,7.9,0,1
30,0,0,0,0,0,0,0,0,0,0,0,8,0,1
30,0.014215,1,0,0.39744,0.25763,1.5337,-0.033604,3.5953e-22,5.9529,-0.13043,1.3955e-21,4,4,1
30,0.014222,1,0,0.40357,0.25667,1.5438,0,0,6.0149,0,0,4.1,4,1
30,0.014187,1,0,0.41203,0.2541,1.5394,0,0,6.0585,0,0,4.2,4,1
30,0.014056,1,0,0.42499,0.24959,1.5228,0,0,6.1016,0,0,4.3,4,1
30,0.013832,1,0,0.44205,0.24345,1.4947,0,0,6.14,0,0,4.4,4,1
30,0.013515,1,0,0.46289,0.23595,1.4555,0,0,6.1688,0,0,4.5,4,1
30,0.013101,1,0,0.48739,0.22729,1.4053,0,0,6.1829,0,0,4.6,4,1
30,0.012587,1,0,0.5159,0.21753,1.3438,0,0,6.1775,0,0,4.7,4,1
30,0.011957,1,0,0.54955,0.20655,1.2698,0,0,6.1473,0,0,4.8,4,1
30,0.011186,1,0,0.59118,0.19393,1.1807,0,0,6.0869,0,0,4.9,4,1
30,0.010235,1,0,0.64676,0.17896,1.0724,0,0,5.9897,0,0,5,4,1
30,0.0090593,1,0,0.7283,0.1607,0.94049,0,0,5.847,0,0,5.1,4,1
30,0.0076302,1,0,0.8602,0.1383,0.78249,0,0,5.6477,0,0,5.2,4,1
30,0.0059702,1,0,1.0954,0.11159,0.60208,0,0,5.3753,0,0,5.3,4,1
30,0.0041923,1,0,1.5616,0.081911,0.41321,0,0,5.0047,0,0,5.4,4,1
30,0.0025003,1,0,2.6613,0.052195,0.23916,0,0,4.5024,0,0,5.5,4,1
30,0.0011516,1,0,6.1169,0.026696,0.1064,0,0,3.824,0,0,5.6,4,1
30,0.00033385,1,0,26.054,0.0093683,0.030408,0,0,2.8685,0,0,5.7,4,1
30,3.5157e-05,0.5,0,21.661,0.0016295,0.0035901,0,0,1.1514,0,0,5.8,4,1
30,0,0,0,0,7.0558e-05,0,0,0,0,0,0,5.9,4,1
30,0,0,0,0,0,0,0,0,0,0,0,6,4,1
30,0,0,0,0,0,0,0,0,0,0,0,6.1,4,1
30,0,0,0,0,0,0,0,0,0,0,0,6.2,4,1
30,0,0,0,0,0,0,0,0,0,0,0,6.3,4,1
30,0,0,0,0,0,0,0,0,0,0,0,6.4,4,1
30,0,0,0,0,0,0,0,0,0,0,0,6.5,4,1
30,0,0,0,0,0,0,0,0,0,0,0,6.6,4,1
30,0,0,0,0,0,0,0,0,0,0,0,6.7,4,1
30,0,0,0,0,0,0,0,0,0,0,0,6.8,4,1
30,0,0,0,0,0,0,0,0,0,0,0,6.9,4,1
30,0,0,0,0,0,0,0,0,0,0,0,7,4,1
30,0,0,0,0,0,0,0,0,0,0,0,7.1,4,1
30,0,0,0,0,0,0,0,0,0,0,0,7.2,4,1
30,0,0,0,0,0,0,0,0,0,0,0,7.3,4,1
30,0,0,0,0,0,0,0,0,0,0,0,7.4,4,1
30,0,0,0,0,0,0,0,0,0,0,0,7.5,4,1
30,0,0,0,0,0,0,0,0,0,0,0,7.6,4,1
30,0,0,0,0,0,0,0,0,0,0,0,7.7,4,1
30,0,0,0,0,0,0,0,0,0,0,0,7.8,4,1
30,0,0,0,0,0,0,0,0,0,0,0,7.9,4,1
30,0,0,0,0,0,0,0,0,0,0,0,8,4,1
