"kst","nut","wetDry","S","alpha","H","HU:0","HU:1","HU:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
30,0.0080543,1,0,0.39674,0.19908,0.83889,0,0,4.2139,0,0,7.5,0,0
30,0.0086704,1,0,0.32628,0.22968,0.92641,0,0,4.0525,0,0,7.6,0,0
30,0.0076045,1,0,0.14588,0.4266,0.79814,0,0,2.4457,0,0,7.7,0,0
30,0.011898,1,0,0.017543,1.251,-1.0475,0,0,-0.20735,0,0,7.8,0,0
30,0.010747,1,0,0.010274,1.2753,-1.4841,0,0,-0.92258,0,0,7.9,0,0
30,0.0037005,1,0,0,0.64424,0,0,0,0,0,0,8,0,0
30,0.0065229,1,0,0.31841,0.19878,0.67108,-0.019558,-6.9568e-23,3.3761,-0.09839,-3.4998e-22,4,4,0
30,0.0065678,1,0,0.32068,0.19975,0.68393,0,0,3.4239,0,0,4.1,4,0
30,0.0066541,1,0,0.3213,0.20079,0.69364,0,0,3.4545,0,0,4.2,4,0
30,0.0067335,1,0,0.32218,0.20165,0.70254,0,0,3.484,0,0,4.3,4,0
30,0.0068063,1,0,0.32333,0.20233,0.71066,0,0,3.5124,0,0,4.4,4,0
30,0.0068731,1,0,0.3248,0.20282,0.71803,0,0,3.5402,0,0,4.5,4,0
30,0.0069344,1,0,0.32663,0.20314,0.7247,0,0,3.5675,0,0,4.6,4,0
30,0.0069909,1,0,0.32884,0.20327,0.73075,0,0,3.5949,0,0,4.7,4,0
30,0.0070434,1,0,0.33142,0.20325,0.73626,0,0,3.6225,0,0,4.8,4,0
30,0.0070922,1,0,0.33433,0.20308,0.7413,0,0,3.6503,0,0,4.9,4,0
30,0.0071377,1,0,0.33751,0.2028,0.74592,0,0,3.6781,0,0,5,4,0
30,0.0071801,1,0,0.3409,0.20242,0.75015,0,0,3.7059,0,0,5.1,4,0
30,0.0072192,1,0,0.34446,0.20197,0.75401,0,0,3.7334,0,0,5.2,4,0
30,0.0072552,1,0,0.34814,0.20144,0.75749,0,0,3.7603,0,0,5.3,4,0
30,0.007288,1,0,0.35191,0.20087,0.7606,0,0,3.7866,0,0,5.4,4,0
30,0.0073177,1,0,0.35573,0.20025,0.76336,0,0,3.8121,0,0,5.5,4,0
30,0.0073445,1,0,0.35959,0.19959,0.76578,0,0,3.8367,0,0,5.6,4,0
30,0.0073687,1,0,0.36346,0.19891,0.76791,0,0,3.8605,0,0,5.7,4,0
30,0.0073906,1,0,0.36733,0.19822,0.76979,0,0,3.8835,0,0,5.8,4,0
30,0.0074109,1,0,0.37119,0.19752,0.77147,0,0,3.9059,0,0,5.9,4,0
30,0.00743,1,0,0.375,0.19682,0.77303,0,0,3.9275,0,0,6,4,0
30,0.0074486,1,0,0.37875,0.19615,0.77452,0,0,3.9487,0,0,6.1,4,0
30,0.0074673,1,0,0.38242,0.1955,0.77603,0,0,3.9694,0,0,6.2,4,0
30,0.0074867,1,0,0.38596,0.1949,0.77764,0,0,3.9899,0,0,6.3,4,0
30,0.0075076,1,0,0.38935,0.19437,0.77942,0,0,4.0101,0,0,6.4,4,0
30,0.0075306,1,0,0.39255,0.1939,0.78145,0,0,4.0301,0,0,6.5,4,0
30,0.0075564,1,0,0.39551,0.19353,0.78383,0,0,4.0501,0,0,6.6,4,0
30,0.0075857,1,0,0.39819,0.19327,0.78662,0,0,4.0701,0,0,6.7,4,0
30,0.007619,1,0,0.40054,0.19313,0.78992,0,0,4.0901,0,0,6.8,4,0
30,0.0076571,1,0,0.40253,0.19313,0.79378,0,0,4.1101,0,0,6.9,4,0
30,0.0077004,1,0,0.4041,0.19328,0.79828,0,0,4.1303,0,0,7,4,0
30,0.0077493,1,0,0.40522,0.19358,0.80347,0,0,4.1505,0,0,7.1,4,0
30,0.0078041,1,0,0.40588,0.19406,0.80939,0,0,4.1708,0,0,7.2,4,0
30,0.0078651,1,0,0.40602,0.19472,0.81609,0,0,4.191,0,0,7.3,4,0
30,0.0079357,1,0,0.40508,0.19574,0.82407,0,0,4.2101,0,0,7.4,4,0
30,0.0080543,1,0,0.39674,0.19908,0.83889,0,0,4.2139,0,0,7.5,4,0
30,0.0086704,1,0,0.32628,0.22968,0.92641,0,0,4.0525,0,0,7.6,4,0
30,0.0076045,1,0,0.14588,0.4266,0.79814,0,0,2.4457,0,0,7.7,4,0
30,0.011898,1,0,0.017543,1.251,-1.0475,0,0,-0.20735,0,0,7.8,4,0
30,0.010747,1,0,0.010274,1.2753,-1.4841,0,0,-0.92258,0,0,7.9,4,0
30,0.0037005,1,0,0,0.64424,0,0,0,0,0,0,8,4,0
30,0.0065229,1,0,0.31841,0.19878,0.67108,-0.019558,-6.9568e-23,3.3761,-0.09839,-3.4998e-22,4,0,1
30,0.0065678,1,0,0.32068,0.19975,0.68393,0,0,3.4239,0,0,4.1,0,1
30,0.0066541,1,0,0.3213,0.20079,0.69364,0,0,3.4545,0,0,4.2,0,1
30,0.0067335,1,0,0.32218,0.20165,0.70254,0,0,3.484,0,0,4.3,0,1
30,0.0068063,1,0,0.32333,0.20233,0.71066,0,0,3.5124,0,0,4.4,0,1
30,0.0068731,1,0,0.3248,0.20282,0.71803,0,0,3.5402,0,0,4.5,0,1
30,0.0069344,1,0,0.32663,0.20314,0.7247,0,0,3.5675,0,0,4.6,0,1
30,0.0069909,1,0,0.32884,0.20327,0.73075,0,0,3.5949,0,0,4.7,0,1
30,0.0070434,1,0,0.33142,0.20325,0.73626,0,0,3.6225,0,0,4.8,0,1
30,0.0070922,1,0,0.33433,0.20308,0.7413,0,0,3.6503,0,0,4.9,0,1
30,0.0071377,1,0,0.33751,0.2028,0.74592,0,0,3.6781,0,0,5,0,1
30,0.0071801,1,0,0.3409,0.20242,0.75015,0,0,3.7059,0,0,5.1,0,1
30,0.0072192,1,0,0.34446,0.20197,0.75401,0,0,3.7334,0,0,5.2,0,1
30,0.0072552,1,0,0.34814,0.20144,0.75749,0,0,3.7603,0,0,5.3,0,1
30,0.007288,1,0,0.35191,0.20087,0.7606,0,0,3.7866,0,0,5.4,0,1
30,0.0073177,1,0,0.35573,0.20025,0.76336,0,0,3.8121,0,0,5.5,0,1
30,0.0073445,1,0,0.35959,0.19959,0.76578,0,0,3.8367,0,0,5.6,0,1
30,0.0073687,1,0,0.36346,0.19891,0.76791,0,0,3.8605,0,0,5.7,0,1
30,0.0073906,1,0,0.36733,0.19822,0.76979,0,0,3.8835,0,0,5.8,0,1
30,0.0074109,1,0,0.37119,0.19752,0.77147,0,0,3.9059,0,0,5.9,0,1
30,0.00743,1,0,0.375,0.19682,0.77303,0,0,3.9275,0,0,6,0,1
30,0.0074486,1,0,0.37875,0.19615,0.77452,0,0,3.9487,0,0,6.1,0,1
30,0.0074673,1,0,0.38242,0.1955,0.77603,0,0,3.9694,0,0,6.2,0,1
30,0.0074867,1,0,0.38596,0.1949,0.77764,0,0,3.9899,0,0,6.3,0,1
30,0.0075076,1,0,0.38935,0.19437,0.77942,0,0,4.0101,0,0,6.4,0,1
30,0.0075306,1,0,0.39255,0.1939,0.78145,0,0,4.0301,0,0,6.5,0,1
30,0.0075564,1,0,0.39551,0.19353,0.78383,0,0,4.0501,0,0,6.6,0,1
30,0.0075857,1,0,0.39819,0.19327,0.78662,0,0,4.0701,0,0,6.7,0,1
30,0.007619,1,0,0.40054,0.19313,0.78992,0,0,4.0901,0,0,6.8,0,1
30,0.0076571,1,0,0.40253,0.19313,0.79378,0,0,4.1101,0,0,6.9,0,1
30,0.0077004,1,0,0.4041,0.19328,0.79828,0,0,4.1303,0,0,7,0,1
30,0.0077493,1,0,0.40522,0.19358,0.80347,0,0,4.1505,0,0,7.1,0,1
30,0.0078041,1,0,0.40588,0.19406,0.80939,0,0,4.1708,0,0,7.2,0,1
30,0.0078651,1,0,0.40602,0.19472,0.81609,0,0,4.191,0,0,7.3,0,1
30,0.0079357,1,0,0.40508,0.19574,0.82407,0,0,4.2101,0,0,7.4,0,1
30,0.0080543,1,0,0.39674,0.19908,0.83889,0,0,4.2139,0,0,7.5,0,1
30,0.0086704,1,0,0.32628,0.22968,0.92641,0,0,4.0525,0,0,7.6,0,1
30,0.0076045,1,0,0.14588,0.4266,0.79814,0,0,2.4457,0,0,7.7,0,1
30,0.011898,1,0,0.017543,1.251,-1.0475,0,0,-0.20735,0,0,7.8,0,1
30,0.010747,1,0,0.010274,1.2753,-1.4841,0,0,-0.92258,0,0,7.9,0,1
30,0.0037005,1,0,0,0.64424,0,0,0,0,0,0,8,0,1
30,0.0065229,1,0,0.31841,0.19878,0.67108,-0.019558,-6.9568e-23,3.3761,-0.09839,-3.4998e-22,4,4,1
30,0.0065678,1,0,0.32068,0.19975,0.68393,0,0,3.4239,0,0,4.1,4,1
30,0.0066541,1,0,0.3213,0.20079,0.69364,0,0,3.4545,0,0,4.2,4,1
30,0.0067335,1,0,0.32218,0.20165,0.70254,0,0,3.484,0,0,4.3,4,1
30,0.0068063,1,0,0.32333,0.20233,0.71066,0,0,3.5124,0,0,4.4,4,1
30,0.0068731,1,0,0.3248,0.20282,0.71803,0,0,3.5402,0,0,4.5,4,1
30,0.0069344,1,0,0.32663,0.20314,0.7247,0,0,3.5675,0,0,4.6,4,1
30,0.0069909,1,0,0.32884,0.20327,0.73075,0,0,3.5949,0,0,4.7,4,1
30,0.0070434,1,0,0.33142,0.20325,0.73626,0,0,3.6225,0,0,4.8,4,1
30,0.0070922,1,0,0.33433,0.20308,0.7413,0,0,3.6503,0,0,4.9,4,1
30,0.0071377,1,0,0.33751,0.2028,0.74592,0,0,3.6781,0,0,5,4,1
30,0.0071801,1,0,0.3409,0.20242,0.75015,0,0,3.7059,0,0,5.1,4,1
30,0.0072192,1,0,0.34446,0.20197,0.75401,0,0,3.7334,0,0,5.2,4,1
30,0.0072552,1,0,0.34814,0.20144,0.75749,0,0,3.7603,0,0,5.3,4,1
30,0.007288,1,0,0.35191,0.20087,0.7606,0,0,3.7866,0,0,5.4,4,1
30,0.0073177,1,0,0.35573,0.20025,0.76336,0,0,3.8121,0,0,5.5,4,1
30,0.0073445,1,0,0.35959,0.19959,0.76578,0,0,3.8367,0,0,5.6,4,1
30,0.0073687,1,0,0.36346,0.19891,0.76791,0,0,3.8605,0,0,5.7,4,1
30,0.0073906,1,0,0.36733,0.19822,0.76979,0,0,3.8835,0,0,5.8,4,1
30,0.0074109,1,0,0.37119,0.19752,0.77147,0,0,3.9059,0,0,5.9,4,1
30,0.00743,1,0,0.375,0.19682,0.77303,0,0,3.9275,0,0,6,4,1
30,0.0074486,1,0,0.37875,0.19615,0.77452,0,0,3.9487,0,0,6.1,4,1
30,0.0074673,1,0,0.38242,0.1955,0.77603,0,0,3.9694,0,0,6.2,4,1
30,0.0074867,1,0,0.38596,0.1949,0.77764,0,0,3.9899,0,0,6.3,4,1
30,0.0075076,1,0,0.38935,0.19437,0.77942,0,0,4.0101,0,0,6.4,4,1
30,0.0075306,1,0,0.39255,0.1939,0.78145,0,0,4.0301,0,0,6.5,4,1
30,0.0075564,1,0,0.39551,0.19353,0.78383,0,0,4.0501,0,0,6.6,4,1
30,0.0075857,1,0,0.39819,0.19327,0.78662,0,0,4.0701,0,0,6.7,4,1
30,0.007619,1,0,0.40054,0.19313,0.78992,0,0,4.0901,0,0,6.8,4,1
30,0.0076571,1,0,0.40253,0.19313,0.79378,0,0,4.1101,0,0,6.9,4,1
30,0.0077004,1,0,0.4041,0.19328,0.79828,0,0,4.1303,0,0,7,4,1
30,0.0077493,1,0,0.40522,0.19358,0.80347,0,0,4.1505,0,0,7.1,4,1
30,0.0078041,1,0,0.40588,0.19406,0.80939,0,0,4.1708,0,0,7.2,4,1
30,0.0078651,1,0,0.40602,0.19472,0.81609,0,0,4.191,0,0,7.3,4,1
30,0.0079357,1,0,0.40508,0.19574,0.82407,0,0,4.2101,0,0,7.4,4,1
30,0.0080543,1,0,0.39674,0.19908,0.83889,0,0,4.2139,0,0,7.5,4,1
30,0.0086704,1,0,0.32628,0.22968,0.92641,0,0,4.0525,0,0,7.6,4,1
30,0.0076045,1,0,0.14588,0.4266,0.79814,0,0,2.4457,0,0,7.7,4,1
30,0.011898,1,0,0.017543,1.251,-1.0475,0,0,-0.20735,0,0,7.8,4,1
30,0.010747,1,0,0.010274,1.2753,-1.4841,0,0,-0.92258,0,0,7.9,4,1
30,0.0037005,1,0,0,0.64424,0,0,0,0,0,0,8,4,1
