"alpha.water","p_rgh","p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
1,24432,24432,0,0,0,-8,0,0
1,24425,24425,0,0,0,-7.9,0,0
1,24425,24425,0,0,0,-7.9,0,1
1,24432,24432,0,0,0,-8,0,1
1,24401,24401,0,0,0,-7.8,0,0
1,24401,24401,0,0,0,-7.8,0,1
1,24357,24357,0,0,0,-7.7,0,0
1,24357,24357,0,0,0,-7.7,0,1
1,24296,24296,0,0,0,-7.6,0,0
1,24296,24296,0,0,0,-7.6,0,1
1,24218,24218,0,0,0,-7.5,0,0
1,24218,24218,0,0,0,-7.5,0,1
1,24123,24123,0,0,0,-7.4,0,0
1,24123,24123,0,0,0,-7.4,0,1
1,24010,24010,0,0,0,-7.3,0,0
1,24010,24010,0,0,0,-7.3,0,1
1,23881,23881,0,0,0,-7.2,0,0
1,23881,23881,0,0,0,-7.2,0,1
1,23735,23735,0,0,0,-7.1,0,0
1,23735,23735,0,0,0,-7.1,0,1
1,23572,23572,0,0,0,-7,0,0
1,23572,23572,0,0,0,-7,0,1
1,23392,23392,0,0,0,-6.9,0,0
1,23392,23392,0,0,0,-6.9,0,1
1,23197,23197,0,0,0,-6.8,0,0
1,23197,23197,0,0,0,-6.8,0,1
1,22985,22985,0,0,0,-6.7,0,0
1,22985,22985,0,0,0,-6.7,0,1
1,22758,22758,0,0,0,-6.6,0,0
1,22758,22758,0,0,0,-6.6,0,1
1,22515,22515,0,0,0,-6.5,0,0
1,22515,22515,0,0,0,-6.5,0,1
1,22258,22258,0,0,0,-6.4,0,0
1,22258,22258,0,0,0,-6.4,0,1
1,21986,21986,0,0,0,-6.3,0,0
1,21986,21986,0,0,0,-6.3,0,1
1,21700,21700,0,0,0,-6.2,0,0
1,21700,21700,0,0,0,-6.2,0,1
1,21400,21400,0,0,0,-6.1,0,0
1,21400,21400,0,0,0,-6.1,0,1
1,21088,21088,0,0,0,-6,0,0
1,21088,21088,0,0,0,-6,0,1
1,20763,20763,0,0,0,-5.9,0,0
1,20763,20763,0,0,0,-5.9,0,1
1,20426,20426,0,0,0,-5.8,0,0
1,20426,20426,0,0,0,-5.8,0,1
1,20079,20079,0,0,0,-5.7,0,0
1,20079,20079,0,0,0,-5.7,0,1
1,19721,19721,0,0,0,-5.6,0,0
1,19721,19721,0,0,0,-5.6,0,1
1,19354,19354,0,0,0,-5.5,0,0
1,19354,19354,0,0,0,-5.5,0,1
1,18978,18978,0,0,0,-5.4,0,0
1,18978,18978,0,0,0,-5.4,0,1
1,18595,18595,0,0,0,-5.3,0,0
1,18595,18595,0,0,0,-5.3,0,1
1,18204,18204,0,0,0,-5.2,0,0
1,18204,18204,0,0,0,-5.2,0,1
1,17808,17808,0,0,0,-5.1,0,0
1,17808,17808,0,0,0,-5.1,0,1
1,17407,17407,0,0,0,-5,0,0
1,17407,17407,0,0,0,-5,0,1
1,17002,17002,0,0,0,-4.9,0,0
1,17002,17002,0,0,0,-4.9,0,1
1,16594,16594,0,0,0,-4.8,0,0
1,16594,16594,0,0,0,-4.8,0,1
1,16184,16184,0,0,0,-4.7,0,0
1,16184,16184,0,0,0,-4.7,0,1
1,15773,15773,0,0,0,-4.6,0,0
1,15773,15773,0,0,0,-4.6,0,1
1,15362,15362,0,0,0,-4.5,0,0
1,15362,15362,0,0,0,-4.5,0,1
1,14951,14951,0,0,0,-4.4,0,0
1,14951,14951,0,0,0,-4.4,0,1
1,14541,14541,0,0,0,-4.3,0,0
1,14541,14541,0,0,0,-4.3,0,1
1,14134,14134,0,0,0,-4.2,0,0
1,14134,14134,0,0,0,-4.2,0,1
1,13729,13729,0,0,0,-4.1,0,0
1,13729,13729,0,0,0,-4.1,0,1
1,13328,13328,0,0,0,-4,0,0
1,13328,13328,0,0,0,-4,0,1
1,12931,12931,0,0,0,-3.9,0,0
1,12931,12931,0,0,0,-3.9,0,1
1,12539,12539,0,0,0,-3.8,0,0
1,12539,12539,0,0,0,-3.8,0,1
1,12152,12152,0,0,0,-3.7,0,0
1,12152,12152,0,0,0,-3.7,0,1
1,11770,11770,0,0,0,-3.6,0,0
1,11770,11770,0,0,0,-3.6,0,1
1,11395,11395,0,0,0,-3.5,0,0
1,11395,11395,0,0,0,-3.5,0,1
1,11026,11026,0,0,0,-3.4,0,0
1,11026,11026,0,0,0,-3.4,0,1
1,10665,10665,0,0,0,-3.3,0,0
1,10665,10665,0,0,0,-3.3,0,1
1,10311,10311,0,0,0,-3.2,0,0
1,10311,10311,0,0,0,-3.2,0,1
1,9964.6,9964.6,0,0,0,-3.1,0,0
1,9964.6,9964.6,0,0,0,-3.1,0,1
1,9627.3,9627.3,0,0,0,-3,0,0
1,9627.3,9627.3,0,0,0,-3,0,1
1,9298.9,9298.9,0,0,0,-2.9,0,0
1,9298.9,9298.9,0,0,0,-2.9,0,1
1,8980.1,8980.1,0,0,0,-2.8,0,0
1,8980.1,8980.1,0,0,0,-2.8,0,1
1,8671.2,8671.2,0,0,0,-2.7,0,0
1,8671.2,8671.2,0,0,0,-2.7,0,1
1,8372.7,8372.7,0,0,0,-2.6,0,0
1,8372.7,8372.7,0,0,0,-2.6,0,1
1,8084.4,8084.4,0,0,0,-2.5,0,0
1,8084.4,8084.4,0,0,0,-2.5,0,1
1,7806,7806,0,0,0,-2.4,0,0
1,7806,7806,0,0,0,-2.4,0,1
1,7538.2,7538.2,0,0,0,-2.3,0,0
1,7538.2,7538.2,0,0,0,-2.3,0,1
1,7281.7,7281.7,0,0,0,-2.2,0,0
1,7281.7,7281.7,0,0,0,-2.2,0,1
